Unnamed: 0;session;duration;command_freq;input;attack_cat;label_nr;label_desc
1576;6e88efc81d97;6,51057E+13;13;"cat /proc/mounts; /bin/busybox POMIF";Fingerprinting;0;busybox fingerprinting
1577;6e88efc81d97;6,51057E+13;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox POMIF";Fingerprinting;0;busybox fingerprinting
1578;6e88efc81d97;6,51057E+13;13;"tftp; wget; /bin/busybox POMIF";Fingerprinting;0;busybox fingerprinting
1579;6e88efc81d97;6,51057E+13;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
1580;6e88efc81d97;6,51057E+13;13;while read i;Fingerprinting;0;busybox fingerprinting
1581;6e88efc81d97;6,51057E+13;13;/bin/busybox POMIF;Fingerprinting;0;busybox fingerprinting
1582;6e88efc81d97;6,51057E+13;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
17007;21d9a34fc2f3;8,50957E+13;13;enable;Fingerprinting;0;busybox fingerprinting
17008;21d9a34fc2f3;8,50957E+13;13;system;Fingerprinting;0;busybox fingerprinting
17009;21d9a34fc2f3;8,50957E+13;13;system;Fingerprinting;0;busybox fingerprinting
17010;21d9a34fc2f3;8,50957E+13;13;shell;Fingerprinting;0;busybox fingerprinting
17011;21d9a34fc2f3;8,50957E+13;13;shell;Fingerprinting;0;busybox fingerprinting
17012;21d9a34fc2f3;8,50957E+13;13;sh;Fingerprinting;0;busybox fingerprinting
17013;21d9a34fc2f3;8,50957E+13;13;"cat /proc/mounts; /bin/busybox JXHMW";Fingerprinting;0;busybox fingerprinting
17014;21d9a34fc2f3;8,50957E+13;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox JXHMW";Fingerprinting;0;busybox fingerprinting
17015;21d9a34fc2f3;8,50957E+13;13;"tftp; wget; /bin/busybox JXHMW";Fingerprinting;0;busybox fingerprinting
17016;21d9a34fc2f3;8,50957E+13;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
17017;21d9a34fc2f3;8,50957E+13;13;while read i;Fingerprinting;0;busybox fingerprinting
17018;21d9a34fc2f3;8,50957E+13;13;/bin/busybox JXHMW;Fingerprinting;0;busybox fingerprinting
17019;21d9a34fc2f3;8,50957E+13;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
1525;067e89c2f99f;8,96145E+13;13;enable;Fingerprinting;0;busybox fingerprinting
1526;067e89c2f99f;8,96145E+13;13;system;Fingerprinting;0;busybox fingerprinting
1527;067e89c2f99f;8,96145E+13;13;system;Fingerprinting;0;busybox fingerprinting
1528;067e89c2f99f;8,96145E+13;13;shell;Fingerprinting;0;busybox fingerprinting
1529;067e89c2f99f;8,96145E+13;13;shell;Fingerprinting;0;busybox fingerprinting
1530;067e89c2f99f;8,96145E+13;13;sh;Fingerprinting;0;busybox fingerprinting
1531;067e89c2f99f;8,96145E+13;13;"cat /proc/mounts; /bin/busybox ZCTOM";Fingerprinting;0;busybox fingerprinting
1532;067e89c2f99f;8,96145E+13;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox ZCTOM";Fingerprinting;0;busybox fingerprinting
1533;067e89c2f99f;8,96145E+13;13;"tftp; wget; /bin/busybox ZCTOM";Fingerprinting;0;busybox fingerprinting
1534;067e89c2f99f;8,96145E+13;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
1535;067e89c2f99f;8,96145E+13;13;while read i;Fingerprinting;0;busybox fingerprinting
1536;067e89c2f99f;8,96145E+13;13;/bin/busybox ZCTOM;Fingerprinting;0;busybox fingerprinting
1537;067e89c2f99f;8,96145E+13;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
1441;b5283ba3eec0;9,23311E+13;13;enable;Fingerprinting;0;busybox fingerprinting
1442;b5283ba3eec0;9,23311E+13;13;system;Fingerprinting;0;busybox fingerprinting
1443;b5283ba3eec0;9,23311E+13;13;system;Fingerprinting;0;busybox fingerprinting
1444;b5283ba3eec0;9,23311E+13;13;shell;Fingerprinting;0;busybox fingerprinting
1445;b5283ba3eec0;9,23311E+13;13;shell;Fingerprinting;0;busybox fingerprinting
1446;b5283ba3eec0;9,23311E+13;13;sh;Fingerprinting;0;busybox fingerprinting
1447;b5283ba3eec0;9,23311E+13;13;"cat /proc/mounts; /bin/busybox UXNFI";Fingerprinting;0;busybox fingerprinting
1448;b5283ba3eec0;9,23311E+13;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UXNFI";Fingerprinting;0;busybox fingerprinting
1449;b5283ba3eec0;9,23311E+13;13;"tftp; wget; /bin/busybox UXNFI";Fingerprinting;0;busybox fingerprinting
1450;b5283ba3eec0;9,23311E+13;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
1451;b5283ba3eec0;9,23311E+13;13;while read i;Fingerprinting;0;busybox fingerprinting
1452;b5283ba3eec0;9,23311E+13;13;/bin/busybox UXNFI;Fingerprinting;0;busybox fingerprinting
1453;b5283ba3eec0;9,23311E+13;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
18570;e58c3fd179a0;1,00199E+14;13;enable;Fingerprinting;0;busybox fingerprinting
18571;e58c3fd179a0;1,00199E+14;13;system;Fingerprinting;0;busybox fingerprinting
18572;e58c3fd179a0;1,00199E+14;13;system;Fingerprinting;0;busybox fingerprinting
18573;e58c3fd179a0;1,00199E+14;13;shell;Fingerprinting;0;busybox fingerprinting
18574;e58c3fd179a0;1,00199E+14;13;shell;Fingerprinting;0;busybox fingerprinting
18575;e58c3fd179a0;1,00199E+14;13;sh;Fingerprinting;0;busybox fingerprinting
18576;e58c3fd179a0;1,00199E+14;13;"cat /proc/mounts; /bin/busybox OFGYF";Fingerprinting;0;busybox fingerprinting
18577;e58c3fd179a0;1,00199E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox OFGYF";Fingerprinting;0;busybox fingerprinting
18578;e58c3fd179a0;1,00199E+14;13;"tftp; wget; /bin/busybox OFGYF";Fingerprinting;0;busybox fingerprinting
18579;e58c3fd179a0;1,00199E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
18580;e58c3fd179a0;1,00199E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
18581;e58c3fd179a0;1,00199E+14;13;/bin/busybox OFGYF;Fingerprinting;0;busybox fingerprinting
18582;e58c3fd179a0;1,00199E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
42;c67329299b6d;1,0488E+14;13;enable;Fingerprinting;0;busybox fingerprinting
43;c67329299b6d;1,0488E+14;13;system;Fingerprinting;0;busybox fingerprinting
44;c67329299b6d;1,0488E+14;13;system;Fingerprinting;0;busybox fingerprinting
45;c67329299b6d;1,0488E+14;13;shell;Fingerprinting;0;busybox fingerprinting
46;c67329299b6d;1,0488E+14;13;shell;Fingerprinting;0;busybox fingerprinting
47;c67329299b6d;1,0488E+14;13;sh;Fingerprinting;0;busybox fingerprinting
48;c67329299b6d;1,0488E+14;13;"cat /proc/mounts; /bin/busybox UOXTH";Fingerprinting;0;busybox fingerprinting
49;c67329299b6d;1,0488E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UOXTH";Fingerprinting;0;busybox fingerprinting
50;c67329299b6d;1,0488E+14;13;"tftp; wget; /bin/busybox UOXTH";Fingerprinting;0;busybox fingerprinting
51;c67329299b6d;1,0488E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
52;c67329299b6d;1,0488E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
53;c67329299b6d;1,0488E+14;13;/bin/busybox UOXTH;Fingerprinting;0;busybox fingerprinting
54;c67329299b6d;1,0488E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
21439;b8bf968f37fe;1,05241E+14;13;enable;Fingerprinting;0;busybox fingerprinting
21440;b8bf968f37fe;1,05241E+14;13;system;Fingerprinting;0;busybox fingerprinting
21441;b8bf968f37fe;1,05241E+14;13;system;Fingerprinting;0;busybox fingerprinting
21442;b8bf968f37fe;1,05241E+14;13;shell;Fingerprinting;0;busybox fingerprinting
21443;b8bf968f37fe;1,05241E+14;13;shell;Fingerprinting;0;busybox fingerprinting
21444;b8bf968f37fe;1,05241E+14;13;sh;Fingerprinting;0;busybox fingerprinting
21445;b8bf968f37fe;1,05241E+14;13;"cat /proc/mounts; /bin/busybox UGJIO";Fingerprinting;0;busybox fingerprinting
21446;b8bf968f37fe;1,05241E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UGJIO";Fingerprinting;0;busybox fingerprinting
21447;b8bf968f37fe;1,05241E+14;13;"tftp; wget; /bin/busybox UGJIO";Fingerprinting;0;busybox fingerprinting
21448;b8bf968f37fe;1,05241E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
21449;b8bf968f37fe;1,05241E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
21450;b8bf968f37fe;1,05241E+14;13;/bin/busybox UGJIO;Fingerprinting;0;busybox fingerprinting
21451;b8bf968f37fe;1,05241E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
22438;e5f11527a925;1,23288E+14;13;enable;Fingerprinting;0;busybox fingerprinting
22439;e5f11527a925;1,23288E+14;13;system;Fingerprinting;0;busybox fingerprinting
22440;e5f11527a925;1,23288E+14;13;system;Fingerprinting;0;busybox fingerprinting
22441;e5f11527a925;1,23288E+14;13;shell;Fingerprinting;0;busybox fingerprinting
22442;e5f11527a925;1,23288E+14;13;shell;Fingerprinting;0;busybox fingerprinting
22443;e5f11527a925;1,23288E+14;13;sh;Fingerprinting;0;busybox fingerprinting
22444;e5f11527a925;1,23288E+14;13;"cat /proc/mounts; /bin/busybox XMPWF";Fingerprinting;0;busybox fingerprinting
22445;e5f11527a925;1,23288E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox XMPWF";Fingerprinting;0;busybox fingerprinting
22446;e5f11527a925;1,23288E+14;13;"tftp; wget; /bin/busybox XMPWF";Fingerprinting;0;busybox fingerprinting
22447;e5f11527a925;1,23288E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
22448;e5f11527a925;1,23288E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
22449;e5f11527a925;1,23288E+14;13;/bin/busybox XMPWF;Fingerprinting;0;busybox fingerprinting
22450;e5f11527a925;1,23288E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
21870;1563f3008040;1,33713E+14;13;enable;Fingerprinting;0;busybox fingerprinting
21871;1563f3008040;1,33713E+14;13;system;Fingerprinting;0;busybox fingerprinting
21872;1563f3008040;1,33713E+14;13;system;Fingerprinting;0;busybox fingerprinting
21873;1563f3008040;1,33713E+14;13;shell;Fingerprinting;0;busybox fingerprinting
21874;1563f3008040;1,33713E+14;13;shell;Fingerprinting;0;busybox fingerprinting
21875;1563f3008040;1,33713E+14;13;sh;Fingerprinting;0;busybox fingerprinting
21876;1563f3008040;1,33713E+14;13;"cat /proc/mounts; /bin/busybox MGOWX";Fingerprinting;0;busybox fingerprinting
21877;1563f3008040;1,33713E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox MGOWX";Fingerprinting;0;busybox fingerprinting
21878;1563f3008040;1,33713E+14;13;"tftp; wget; /bin/busybox MGOWX";Fingerprinting;0;busybox fingerprinting
21879;1563f3008040;1,33713E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
21880;1563f3008040;1,33713E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
21881;1563f3008040;1,33713E+14;13;/bin/busybox MGOWX;Fingerprinting;0;busybox fingerprinting
21882;1563f3008040;1,33713E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
19605;9461a83ea17c;1,42423E+14;13;enable;Fingerprinting;0;busybox fingerprinting
19606;9461a83ea17c;1,42423E+14;13;system;Fingerprinting;0;busybox fingerprinting
19607;9461a83ea17c;1,42423E+14;13;system;Fingerprinting;0;busybox fingerprinting
19608;9461a83ea17c;1,42423E+14;13;shell;Fingerprinting;0;busybox fingerprinting
19609;9461a83ea17c;1,42423E+14;13;shell;Fingerprinting;0;busybox fingerprinting
19610;9461a83ea17c;1,42423E+14;13;sh;Fingerprinting;0;busybox fingerprinting
19611;9461a83ea17c;1,42423E+14;13;"cat /proc/mounts; /bin/busybox PPTKP";Fingerprinting;0;busybox fingerprinting
19612;9461a83ea17c;1,42423E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox PPTKP";Fingerprinting;0;busybox fingerprinting
19613;9461a83ea17c;1,42423E+14;13;"tftp; wget; /bin/busybox PPTKP";Fingerprinting;0;busybox fingerprinting
19614;9461a83ea17c;1,42423E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
19615;9461a83ea17c;1,42423E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
19616;9461a83ea17c;1,42423E+14;13;/bin/busybox PPTKP;Fingerprinting;0;busybox fingerprinting
19617;9461a83ea17c;1,42423E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
18604;354dcd4fe781;1,44289E+14;13;enable;Fingerprinting;0;busybox fingerprinting
18605;354dcd4fe781;1,44289E+14;13;system;Fingerprinting;0;busybox fingerprinting
18606;354dcd4fe781;1,44289E+14;13;system;Fingerprinting;0;busybox fingerprinting
18607;354dcd4fe781;1,44289E+14;13;shell;Fingerprinting;0;busybox fingerprinting
18608;354dcd4fe781;1,44289E+14;13;shell;Fingerprinting;0;busybox fingerprinting
18609;354dcd4fe781;1,44289E+14;13;sh;Fingerprinting;0;busybox fingerprinting
18610;354dcd4fe781;1,44289E+14;13;"cat /proc/mounts; /bin/busybox QSBSM";Fingerprinting;0;busybox fingerprinting
18611;354dcd4fe781;1,44289E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox QSBSM";Fingerprinting;0;busybox fingerprinting
18612;354dcd4fe781;1,44289E+14;13;"tftp; wget; /bin/busybox QSBSM";Fingerprinting;0;busybox fingerprinting
18613;354dcd4fe781;1,44289E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
18614;354dcd4fe781;1,44289E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
18615;354dcd4fe781;1,44289E+14;13;/bin/busybox QSBSM;Fingerprinting;0;busybox fingerprinting
18616;354dcd4fe781;1,44289E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
23634;de22e71d20cd;1,54532E+14;13;enable;Fingerprinting;0;busybox fingerprinting
23635;de22e71d20cd;1,54532E+14;13;system;Fingerprinting;0;busybox fingerprinting
23636;de22e71d20cd;1,54532E+14;13;system;Fingerprinting;0;busybox fingerprinting
23637;de22e71d20cd;1,54532E+14;13;shell;Fingerprinting;0;busybox fingerprinting
23638;de22e71d20cd;1,54532E+14;13;shell;Fingerprinting;0;busybox fingerprinting
23639;de22e71d20cd;1,54532E+14;13;sh;Fingerprinting;0;busybox fingerprinting
23640;de22e71d20cd;1,54532E+14;13;"cat /proc/mounts; /bin/busybox HTDBM";Fingerprinting;0;busybox fingerprinting
23641;de22e71d20cd;1,54532E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox HTDBM";Fingerprinting;0;busybox fingerprinting
23642;de22e71d20cd;1,54532E+14;13;"tftp; wget; /bin/busybox HTDBM";Fingerprinting;0;busybox fingerprinting
23643;de22e71d20cd;1,54532E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
23644;de22e71d20cd;1,54532E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
23645;de22e71d20cd;1,54532E+14;13;/bin/busybox HTDBM;Fingerprinting;0;busybox fingerprinting
23646;de22e71d20cd;1,54532E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
20569;eb630562e542;1,66915E+14;13;enable;Fingerprinting;0;busybox fingerprinting
20570;eb630562e542;1,66915E+14;13;system;Fingerprinting;0;busybox fingerprinting
20571;eb630562e542;1,66915E+14;13;system;Fingerprinting;0;busybox fingerprinting
20572;eb630562e542;1,66915E+14;13;shell;Fingerprinting;0;busybox fingerprinting
20573;eb630562e542;1,66915E+14;13;shell;Fingerprinting;0;busybox fingerprinting
20574;eb630562e542;1,66915E+14;13;sh;Fingerprinting;0;busybox fingerprinting
20575;eb630562e542;1,66915E+14;13;"cat /proc/mounts; /bin/busybox LXUIV";Fingerprinting;0;busybox fingerprinting
20576;eb630562e542;1,66915E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox LXUIV";Fingerprinting;0;busybox fingerprinting
20577;eb630562e542;1,66915E+14;13;"tftp; wget; /bin/busybox LXUIV";Fingerprinting;0;busybox fingerprinting
20578;eb630562e542;1,66915E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
20579;eb630562e542;1,66915E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
20580;eb630562e542;1,66915E+14;13;/bin/busybox LXUIV;Fingerprinting;0;busybox fingerprinting
20581;eb630562e542;1,66915E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
17551;0e00f8f6147d;1,69186E+14;13;enable;Fingerprinting;0;busybox fingerprinting
17552;0e00f8f6147d;1,69186E+14;13;system;Fingerprinting;0;busybox fingerprinting
17553;0e00f8f6147d;1,69186E+14;13;system;Fingerprinting;0;busybox fingerprinting
17554;0e00f8f6147d;1,69186E+14;13;shell;Fingerprinting;0;busybox fingerprinting
17555;0e00f8f6147d;1,69186E+14;13;shell;Fingerprinting;0;busybox fingerprinting
17556;0e00f8f6147d;1,69186E+14;13;sh;Fingerprinting;0;busybox fingerprinting
17557;0e00f8f6147d;1,69186E+14;13;"cat /proc/mounts; /bin/busybox TFVGZ";Fingerprinting;0;busybox fingerprinting
17558;0e00f8f6147d;1,69186E+14;13;"cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox TFVGZ";Fingerprinting;0;busybox fingerprinting
17559;0e00f8f6147d;1,69186E+14;13;"tftp; wget; /bin/busybox TFVGZ";Fingerprinting;0;busybox fingerprinting
17560;0e00f8f6147d;1,69186E+14;13;"dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s";Fingerprinting;0;busybox fingerprinting
17561;0e00f8f6147d;1,69186E+14;13;while read i;Fingerprinting;0;busybox fingerprinting
17562;0e00f8f6147d;1,69186E+14;13;/bin/busybox TFVGZ;Fingerprinting;0;busybox fingerprinting
17563;0e00f8f6147d;1,69186E+14;13;"rm .s; exit";Fingerprinting;0;busybox fingerprinting
17860;f823fccf2945;1,7834E+14;13;enable;Fingerprinting;0;busybox fingerprinting
17861;f823fccf2945;1,7834E+14;13;system;Fingerprinting;0;busybox fingerprinting
17862;f823fccf2945;1,7834E+14;13;system;Fingerprinting;0;busybox fingerprinting
17863;f823fccf2945;1,7834E+14;13;shell;Fingerprinting;0;busybox fingerprinting
17864;f823fccf2945;1,7834E+14;13;shell;Fingerprinting;0;busybox fingerprinting
17865;f823fccf2945;1,7834E+14;13;sh;Fingerprinting;0;busybox fingerprinting
17866;f823fccf2945;1,7834E+14;13;"cat /proc/mounts; /bin/busybox YNBKL";Fingerprinting;0;busybox fingerprinting
